,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2023-09-16_1,1,Miley Cyrus,Flowers,1,1,34,2023-09-16
2023-09-16_2,2,Sia,Unstoppable,3,1,66,2023-09-16
2023-09-16_3,3,Taylor Swift,Anti-Hero,2,1,47,2023-09-16
2023-09-16_4,4,Harry Styles,As It Was,4,1,75,2023-09-16
2023-09-16_5,5,Ed Sheeran,Eyes Closed,5,5,24,2023-09-16
2023-09-16_6,6,Luke Combs,Fast Car,6,6,19,2023-09-16
2023-09-16_7,7,David Guetta & Bebe Rexha,I'm Good (Blue),7,6,45,2023-09-16
2023-09-16_8,8,Taylor Swift,Cruel Summer,8,8,8,2023-09-16
2023-09-16_9,9,Lewis Capaldi,Forget Me,9,9,44,2023-09-16
2023-09-16_10,10,Dua Lipa,Dance The Night,11,10,13,2023-09-16
2023-09-16_11,11,Taylor Swift,Karma,10,9,14,2023-09-16
2023-09-16_12,12,Rema & Selena Gomez,Calm Down,12,12,13,2023-09-16
2023-09-16_13,13,Kelly Clarkson,Mine,13,11,19,2023-09-16
2023-09-16_14,14,"Metro Boomin, The Weeknd & 21 Savage",Creepin',14,14,23,2023-09-16
2023-09-16_15,15,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,18,15,12,2023-09-16
2023-09-16_16,16,Miley Cyrus,Used To Be Young,17,16,2,2023-09-16
2023-09-16_17,17,Olivia Rodrigo,Vampire,16,16,7,2023-09-16
2023-09-16_18,18,Post Malone,Chemical,19,16,17,2023-09-16
2023-09-16_19,19,Natalie Grant & Cory Asbury,You Will Be Found,21,19,3,2023-09-16
2023-09-16_20,20,Lewis Capaldi,Wish You The Best,22,20,6,2023-09-16
2023-09-16_21,21,Fifty Fifty,Cupid,26,21,5,2023-09-16
2023-09-16_22,22,Fall Out Boy,We Didn't Start The Fire,24,22,6,2023-09-16
2023-09-16_23,23,Miley Cyrus,Jaded,25,20,8,2023-09-16
2023-09-16_24,24,Random Acts Of Kindness,Free To Roam,23,23,5,2023-09-16
2023-09-16_25,25,Firerose & Billy Ray Cyrus,Plans,30,25,2,2023-09-16
2023-09-16_26,26,Lisa Bouchelle & The Bleu,Love Is For The Making,20,17,6,2023-09-16
2023-09-16_27,27,OneRepublic,Runaway,28,27,4,2023-09-16
2023-09-16_28,28,Kirk Covington,Shake,27,24,4,2023-09-16
2023-09-16_29,29,Jelly Roll,Need A Favor,0,29,1,2023-09-16
2023-09-16_30,30,Billie Eilish,What Was I Made For?,0,30,1,2023-09-16
2023-09-23_1,1,Miley Cyrus,Flowers,1,1,35,2023-09-23
2023-09-23_2,2,Sia,Unstoppable,2,1,67,2023-09-23
2023-09-23_3,3,Taylor Swift,Anti-Hero,3,1,48,2023-09-23
2023-09-23_4,4,Harry Styles,As It Was,4,1,76,2023-09-23
2023-09-23_5,5,Ed Sheeran,Eyes Closed,5,5,25,2023-09-23
2023-09-23_6,6,Luke Combs,Fast Car,6,6,20,2023-09-23
2023-09-23_7,7,David Guetta & Bebe Rexha,I'm Good (Blue),7,6,46,2023-09-23
2023-09-23_8,8,Taylor Swift,Cruel Summer,8,8,9,2023-09-23
2023-09-23_9,9,Dua Lipa,Dance The Night,10,9,14,2023-09-23
2023-09-23_10,10,Lewis Capaldi,Forget Me,9,9,45,2023-09-23
2023-09-23_11,11,Taylor Swift,Karma,11,9,15,2023-09-23
2023-09-23_12,12,Rema & Selena Gomez,Calm Down,12,12,14,2023-09-23
2023-09-23_13,13,Miley Cyrus,Used To Be Young,16,13,3,2023-09-23
2023-09-23_14,14,Olivia Rodrigo,Vampire,17,14,8,2023-09-23
2023-09-23_15,15,Kelly Clarkson,Mine,13,11,20,2023-09-23
2023-09-23_16,16,"Metro Boomin, The Weeknd & 21 Savage",Creepin',14,14,24,2023-09-23
2023-09-23_17,17,Post Malone,Chemical,18,16,18,2023-09-23
2023-09-23_18,18,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,15,15,13,2023-09-23
2023-09-23_19,19,Natalie Grant & Cory Asbury,You Will Be Found,19,19,4,2023-09-23
2023-09-23_20,20,Fifty Fifty,Cupid,21,20,6,2023-09-23
2023-09-23_21,21,Selena Gomez,Single Soon,0,21,1,2023-09-23
2023-09-23_22,22,Lewis Capaldi,Wish You The Best,20,20,7,2023-09-23
2023-09-23_23,23,Random Acts Of Kindness,Free To Roam,24,23,6,2023-09-23
2023-09-23_24,24,Fall Out Boy,We Didn't Start The Fire,22,22,7,2023-09-23
2023-09-23_25,25,Firerose & Billy Ray Cyrus,Plans,25,25,3,2023-09-23
2023-09-23_26,26,OneRepublic,Runaway,27,26,5,2023-09-23
2023-09-23_27,27,Jelly Roll,Need A Favor,29,27,2,2023-09-23
2023-09-23_28,28,Lisa Bouchelle & The Bleu,Love Is For The Making,26,17,7,2023-09-23
2023-09-23_29,29,Joseph James,One,0,29,2,2023-09-23
2023-09-23_30,30,Miley Cyrus,Jaded,23,20,9,2023-09-23
2023-09-30_1,1,Miley Cyrus,Flowers,1,1,36,2023-09-30
2023-09-30_2,2,Sia,Unstoppable,2,1,68,2023-09-30
2023-09-30_3,3,Taylor Swift,Anti-Hero,3,1,49,2023-09-30
2023-09-30_4,4,Harry Styles,As It Was,4,1,77,2023-09-30
2023-09-30_5,5,Ed Sheeran,Eyes Closed,5,5,26,2023-09-30
2023-09-30_6,6,Luke Combs,Fast Car,6,6,21,2023-09-30
2023-09-30_7,7,Taylor Swift,Cruel Summer,8,7,10,2023-09-30
2023-09-30_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),7,6,47,2023-09-30
2023-09-30_9,9,Dua Lipa,Dance The Night,9,9,15,2023-09-30
2023-09-30_10,10,Lewis Capaldi,Forget Me,10,9,46,2023-09-30
2023-09-30_11,11,Miley Cyrus,Used To Be Young,13,11,4,2023-09-30
2023-09-30_12,12,Taylor Swift,Karma,11,9,16,2023-09-30
2023-09-30_13,13,Rema & Selena Gomez,Calm Down,12,12,15,2023-09-30
2023-09-30_14,14,"Metro Boomin, The Weeknd & 21 Savage",Creepin',16,14,25,2023-09-30
2023-09-30_15,15,Kelly Clarkson,Mine,15,11,21,2023-09-30
2023-09-30_16,16,Olivia Rodrigo,Vampire,14,14,9,2023-09-30
2023-09-30_17,17,Natalie Grant & Cory Asbury,You Will Be Found,19,17,5,2023-09-30
2023-09-30_18,18,Post Malone,Chemical,17,16,19,2023-09-30
2023-09-30_19,19,Firerose & Billy Ray Cyrus,Plans,25,19,4,2023-09-30
2023-09-30_20,20,Random Acts Of Kindness,Free To Roam,23,20,7,2023-09-30
2023-09-30_21,21,Selena Gomez,Single Soon,21,21,2,2023-09-30
2023-09-30_22,22,Lewis Capaldi,Wish You The Best,22,20,8,2023-09-30
2023-09-30_23,23,Fall Out Boy,We Didn't Start The Fire,24,22,8,2023-09-30
2023-09-30_24,24,Joseph James,One,29,24,3,2023-09-30
2023-09-30_25,25,Lisa Bouchelle & The Bleu,Love Is For The Making,28,17,8,2023-09-30
2023-09-30_26,26,Kirk Covington,Shake,0,24,5,2023-09-30
2023-09-30_27,27,Fifty Fifty,Cupid,20,20,7,2023-09-30
2023-09-30_28,28,OneRepublic,Runaway,26,26,6,2023-09-30
2023-09-30_29,29,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,18,15,14,2023-09-30
2023-09-30_30,30,Belinda Carlisle,If U Go,0,30,1,2023-09-30
2023-10-07_1,1,Miley Cyrus,Flowers,1,1,37,2023-10-07
2023-10-07_2,2,Taylor Swift,Anti-Hero,3,1,50,2023-10-07
2023-10-07_3,3,Sia,Unstoppable,2,1,69,2023-10-07
2023-10-07_4,4,Harry Styles,As It Was,4,1,78,2023-10-07
2023-10-07_5,5,Ed Sheeran,Eyes Closed,5,5,27,2023-10-07
2023-10-07_6,6,Luke Combs,Fast Car,6,6,22,2023-10-07
2023-10-07_7,7,Taylor Swift,Cruel Summer,7,7,11,2023-10-07
2023-10-07_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,48,2023-10-07
2023-10-07_9,9,Dua Lipa,Dance The Night,9,9,16,2023-10-07
2023-10-07_10,10,Lewis Capaldi,Forget Me,10,9,47,2023-10-07
2023-10-07_11,11,Miley Cyrus,Used To Be Young,11,11,5,2023-10-07
2023-10-07_12,12,Taylor Swift,Karma,12,9,17,2023-10-07
2023-10-07_13,13,Rema & Selena Gomez,Calm Down,13,12,16,2023-10-07
2023-10-07_14,14,Natalie Grant & Cory Asbury,You Will Be Found,17,14,6,2023-10-07
2023-10-07_15,15,Kelly Clarkson,Mine,15,11,22,2023-10-07
2023-10-07_16,16,Olivia Rodrigo,Vampire,16,14,10,2023-10-07
2023-10-07_17,17,Selena Gomez,Single Soon,21,17,3,2023-10-07
2023-10-07_18,18,Post Malone,Chemical,18,16,20,2023-10-07
2023-10-07_19,19,Firerose & Billy Ray Cyrus,Plans,19,19,5,2023-10-07
2023-10-07_20,20,Lewis Capaldi,Wish You The Best,22,20,9,2023-10-07
2023-10-07_21,21,Random Acts Of Kindness,Free To Roam,20,20,8,2023-10-07
2023-10-07_22,22,Fall Out Boy,We Didn't Start The Fire,23,22,9,2023-10-07
2023-10-07_23,23,Joseph James,One,24,23,4,2023-10-07
2023-10-07_24,24,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,29,15,15,2023-10-07
2023-10-07_25,25,Fifty Fifty,Cupid,27,20,8,2023-10-07
2023-10-07_26,26,Lisa Bouchelle & The Bleu,Love Is For The Making,25,17,9,2023-10-07
2023-10-07_27,27,OneRepublic,Runaway,28,26,7,2023-10-07
2023-10-07_28,28,"Timbaland, Nelly Furtado & Justin Timberlake",Keep Going Up!,0,28,1,2023-10-07
2023-10-07_29,29,Belinda Carlisle,If U Go,30,29,2,2023-10-07
2023-10-07_30,30,Jelly Roll,Need A Favor,0,27,3,2023-10-07
2023-10-14_1,1,Miley Cyrus,Flowers,1,1,38,2023-10-14
2023-10-14_2,2,Taylor Swift,Anti-Hero,2,1,51,2023-10-14
2023-10-14_3,3,Sia,Unstoppable,3,1,70,2023-10-14
2023-10-14_4,4,Harry Styles,As It Was,4,1,79,2023-10-14
2023-10-14_5,5,Luke Combs,Fast Car,6,5,23,2023-10-14
2023-10-14_6,6,Ed Sheeran,Eyes Closed,5,5,28,2023-10-14
2023-10-14_7,7,Taylor Swift,Cruel Summer,7,7,12,2023-10-14
2023-10-14_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,49,2023-10-14
2023-10-14_9,9,Dua Lipa,Dance The Night,9,9,17,2023-10-14
2023-10-14_10,10,Miley Cyrus,Used To Be Young,11,10,6,2023-10-14
2023-10-14_11,11,Rema & Selena Gomez,Calm Down,13,11,17,2023-10-14
2023-10-14_12,12,Taylor Swift,Karma,12,9,18,2023-10-14
2023-10-14_13,13,*NSYNC,Better Place,0,13,1,2023-10-14
2023-10-14_14,14,Natalie Grant & Cory Asbury,You Will Be Found,14,14,7,2023-10-14
2023-10-14_15,15,Olivia Rodrigo,Vampire,16,14,11,2023-10-14
2023-10-14_16,16,Selena Gomez,Single Soon,17,16,4,2023-10-14
2023-10-14_17,17,Lewis Capaldi,Wish You The Best,20,17,10,2023-10-14
2023-10-14_18,18,Firerose & Billy Ray Cyrus,Plans,19,18,6,2023-10-14
2023-10-14_19,19,Fall Out Boy,We Didn't Start The Fire,22,19,10,2023-10-14
2023-10-14_20,20,Joseph James,One,23,20,5,2023-10-14
2023-10-14_21,21,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,24,15,16,2023-10-14
2023-10-14_22,22,Jelly Roll,Need A Favor,30,22,4,2023-10-14
2023-10-14_23,23,Random Acts Of Kindness,Free To Roam,21,20,9,2023-10-14
2023-10-14_24,24,Lisa Bouchelle & The Bleu,Love Is For The Making,26,17,10,2023-10-14
2023-10-14_25,25,Nathan Morris,Yet,0,25,1,2023-10-14
2023-10-14_26,26,Fifty Fifty,Cupid,25,20,9,2023-10-14
2023-10-14_27,27,Lachi And James Ian Featuring Gaelynn Lea,Lift Me Up,0,27,1,2023-10-14
2023-10-14_28,28,Jimmy Buffett,Bubbles Up,0,28,1,2023-10-14
2023-10-14_29,29,Phillip Phillips,Dancing With Your Shadows,0,29,1,2023-10-14
2023-10-14_30,30,"Timbaland, Nelly Furtado & Justin Timberlake",Keep Going Up!,28,28,2,2023-10-14
2023-10-21_1,1,Miley Cyrus,Flowers,1,1,39,2023-10-21
2023-10-21_2,2,Taylor Swift,Anti-Hero,2,1,52,2023-10-21
2023-10-21_3,3,Sia,Unstoppable,3,1,71,2023-10-21
2023-10-21_4,4,Harry Styles,As It Was,4,1,80,2023-10-21
2023-10-21_5,5,Taylor Swift,Cruel Summer,7,5,13,2023-10-21
2023-10-21_6,6,Luke Combs,Fast Car,5,5,24,2023-10-21
2023-10-21_7,7,Ed Sheeran,Eyes Closed,6,5,29,2023-10-21
2023-10-21_8,8,Dua Lipa,Dance The Night,9,8,18,2023-10-21
2023-10-21_9,9,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,50,2023-10-21
2023-10-21_10,10,*NSYNC,Better Place,13,10,2,2023-10-21
2023-10-21_11,11,Miley Cyrus,Used To Be Young,10,10,7,2023-10-21
2023-10-21_12,12,Rema & Selena Gomez,Calm Down,11,11,18,2023-10-21
2023-10-21_13,13,Taylor Swift,Karma,12,9,19,2023-10-21
2023-10-21_14,14,Natalie Grant & Cory Asbury,You Will Be Found,14,14,8,2023-10-21
2023-10-21_15,15,Olivia Rodrigo,Vampire,15,14,12,2023-10-21
2023-10-21_16,16,Selena Gomez,Single Soon,16,16,5,2023-10-21
2023-10-21_17,17,Lewis Capaldi,Wish You The Best,17,17,11,2023-10-21
2023-10-21_18,18,Firerose & Billy Ray Cyrus,Plans,18,18,7,2023-10-21
2023-10-21_19,19,Joseph James,One,20,19,6,2023-10-21
2023-10-21_20,20,Nathan Morris,Yet,25,20,2,2023-10-21
2023-10-21_21,21,Fall Out Boy,We Didn't Start The Fire,19,19,11,2023-10-21
2023-10-21_22,22,Jimmy Buffett,Bubbles Up,28,22,2,2023-10-21
2023-10-21_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,21,15,17,2023-10-21
2023-10-21_24,24,Jelly Roll,Need A Favor,22,22,5,2023-10-21
2023-10-21_25,25,Lisa Bouchelle & The Bleu,Love Is For The Making,24,17,11,2023-10-21
2023-10-21_26,26,Random Acts Of Kindness,Free To Roam,23,20,10,2023-10-21
2023-10-21_27,27,Fifty Fifty,Cupid,26,20,10,2023-10-21
2023-10-21_28,28,Olivia Rodrigo,Bad Idea Right?,0,28,1,2023-10-21
2023-10-21_29,29,"Timbaland, Nelly Furtado & Justin Timberlake",Keep Going Up!,30,28,3,2023-10-21
2023-10-21_30,30,Lachi And James Ian Featuring Gaelynn Lea,Lift Me Up,27,27,2,2023-10-21
2023-10-28_1,1,Miley Cyrus,Flowers,1,1,40,2023-10-28
2023-10-28_2,2,Taylor Swift,Anti-Hero,2,1,53,2023-10-28
2023-10-28_3,3,Sia,Unstoppable,3,1,72,2023-10-28
2023-10-28_4,4,Taylor Swift,Cruel Summer,5,4,14,2023-10-28
2023-10-28_5,5,Harry Styles,As It Was,4,1,81,2023-10-28
2023-10-28_6,6,Luke Combs,Fast Car,6,5,25,2023-10-28
2023-10-28_7,7,Ed Sheeran,Eyes Closed,7,5,30,2023-10-28
2023-10-28_8,8,Dua Lipa,Dance The Night,8,8,19,2023-10-28
2023-10-28_9,9,David Guetta & Bebe Rexha,I'm Good (Blue),9,6,51,2023-10-28
2023-10-28_10,10,Miley Cyrus,Used To Be Young,11,10,8,2023-10-28
2023-10-28_11,11,*NSYNC,Better Place,10,10,3,2023-10-28
2023-10-28_12,12,Taylor Swift,Karma,13,9,20,2023-10-28
2023-10-28_13,13,Rema & Selena Gomez,Calm Down,12,11,19,2023-10-28
2023-10-28_14,14,Natalie Grant & Cory Asbury,You Will Be Found,14,14,9,2023-10-28
2023-10-28_15,15,Olivia Rodrigo,Vampire,15,14,13,2023-10-28
2023-10-28_16,16,Firerose & Billy Ray Cyrus,Plans,18,16,8,2023-10-28
2023-10-28_17,17,Lewis Capaldi,Wish You The Best,17,17,12,2023-10-28
2023-10-28_18,18,Joseph James,One,19,18,7,2023-10-28
2023-10-28_19,19,Selena Gomez,Single Soon,16,16,6,2023-10-28
2023-10-28_20,20,Fall Out Boy,We Didn't Start The Fire,21,19,12,2023-10-28
2023-10-28_21,21,Jimmy Buffett,Bubbles Up,22,21,3,2023-10-28
2023-10-28_22,22,Nathan Morris,Yet,20,20,3,2023-10-28
2023-10-28_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,23,15,18,2023-10-28
2023-10-28_24,24,Jelly Roll,Need A Favor,24,22,6,2023-10-28
2023-10-28_25,25,"Timbaland, Nelly Furtado & Justin Timberlake",Keep Going Up!,29,25,4,2023-10-28
2023-10-28_26,26,Lisa Bouchelle & The Bleu,Love Is For The Making,25,17,12,2023-10-28
2023-10-28_27,27,Random Acts Of Kindness,Free To Roam,26,20,11,2023-10-28
2023-10-28_28,28,Fifty Fifty,Cupid,27,20,11,2023-10-28
2023-10-28_29,29,Phillip Phillips,Dancing With Your Shadows,0,29,2,2023-10-28
2023-10-28_30,30,OneRepublic,Runaway,0,26,8,2023-10-28
2023-11-04_1,1,Miley Cyrus,Flowers,1,1,41,2023-11-04
2023-11-04_2,2,Taylor Swift,Cruel Summer,4,2,15,2023-11-04
2023-11-04_3,3,Taylor Swift,Anti-Hero,2,1,54,2023-11-04
2023-11-04_4,4,Sia,Unstoppable,3,1,73,2023-11-04
2023-11-04_5,5,Luke Combs,Fast Car,6,5,26,2023-11-04
2023-11-04_6,6,Ed Sheeran,Eyes Closed,7,5,31,2023-11-04
2023-11-04_7,7,Dua Lipa,Dance The Night,8,7,20,2023-11-04
2023-11-04_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),9,6,52,2023-11-04
2023-11-04_9,9,Miley Cyrus,Used To Be Young,10,9,9,2023-11-04
2023-11-04_10,10,*NSYNC,Better Place,11,10,4,2023-11-04
2023-11-04_11,11,Taylor Swift,Karma,12,9,21,2023-11-04
2023-11-04_12,12,Rema & Selena Gomez,Calm Down,13,11,20,2023-11-04
2023-11-04_13,13,Natalie Grant & Cory Asbury,You Will Be Found,14,13,10,2023-11-04
2023-11-04_14,14,Olivia Rodrigo,Vampire,15,14,14,2023-11-04
2023-11-04_15,15,Lewis Capaldi,Wish You The Best,17,15,13,2023-11-04
2023-11-04_16,16,Nathan Morris,Yet,22,16,4,2023-11-04
2023-11-04_17,17,Jimmy Buffett,Bubbles Up,21,17,4,2023-11-04
2023-11-04_18,18,Firerose & Billy Ray Cyrus,Plans,16,16,9,2023-11-04
2023-11-04_19,19,Selena Gomez,Single Soon,19,16,7,2023-11-04
2023-11-04_20,20,Joseph James,One,18,18,8,2023-11-04
2023-11-04_21,21,Fall Out Boy,We Didn't Start The Fire,20,19,13,2023-11-04
2023-11-04_22,22,Jelly Roll,Need A Favor,24,22,7,2023-11-04
2023-11-04_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,23,15,19,2023-11-04
2023-11-04_24,24,Noah Kahan With Post Malone,Dial Drunk,0,24,1,2023-11-04
2023-11-04_25,25,Luke Harrison,Make Me Better,0,25,1,2023-11-04
2023-11-04_26,26,Lisa Bouchelle & The Bleu,Love Is For The Making,26,17,13,2023-11-04
2023-11-04_27,27,Fifty Fifty,Cupid,28,20,12,2023-11-04
2023-11-04_28,28,Random Acts Of Kindness,Free To Roam,27,20,12,2023-11-04
2023-11-04_29,29,"Timbaland, Nelly Furtado & Justin Timberlake",Keep Going Up!,25,25,5,2023-11-04
2023-11-04_30,30,Phillip Phillips,Dancing With Your Shadows,29,29,3,2023-11-04
2023-11-11_1,1,Miley Cyrus,Flowers,1,1,42,2023-11-11
2023-11-11_2,2,Taylor Swift,Cruel Summer,2,2,16,2023-11-11
2023-11-11_3,3,Taylor Swift,Anti-Hero,3,1,55,2023-11-11
2023-11-11_4,4,Sia,Unstoppable,4,1,74,2023-11-11
2023-11-11_5,5,Luke Combs,Fast Car,5,5,27,2023-11-11
2023-11-11_6,6,Ed Sheeran,Eyes Closed,6,5,32,2023-11-11
2023-11-11_7,7,Dua Lipa,Dance The Night,7,7,21,2023-11-11
2023-11-11_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,53,2023-11-11
2023-11-11_9,9,Miley Cyrus,Used To Be Young,9,9,10,2023-11-11
2023-11-11_10,10,*NSYNC,Better Place,10,10,5,2023-11-11
2023-11-11_11,11,Taylor Swift,Karma,11,9,22,2023-11-11
2023-11-11_12,12,Rema & Selena Gomez,Calm Down,12,11,21,2023-11-11
2023-11-11_13,13,Natalie Grant & Cory Asbury,You Will Be Found,13,13,11,2023-11-11
2023-11-11_14,14,Olivia Rodrigo,Vampire,14,14,15,2023-11-11
2023-11-11_15,15,Lewis Capaldi,Wish You The Best,15,15,14,2023-11-11
2023-11-11_16,16,Nathan Morris,Yet,16,16,5,2023-11-11
2023-11-11_17,17,Jimmy Buffett,Bubbles Up,17,17,5,2023-11-11
2023-11-11_18,18,Fall Out Boy,We Didn't Start The Fire,21,18,14,2023-11-11
2023-11-11_19,19,Jelly Roll,Need A Favor,22,19,8,2023-11-11
2023-11-11_20,20,Firerose & Billy Ray Cyrus,Plans,18,16,10,2023-11-11
2023-11-11_21,21,Selena Gomez,Single Soon,19,16,8,2023-11-11
2023-11-11_22,22,Joseph James,One,20,18,9,2023-11-11
2023-11-11_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,23,15,20,2023-11-11
2023-11-11_24,24,Noah Kahan With Post Malone,Dial Drunk,24,24,2,2023-11-11
2023-11-11_25,25,Luke Harrison,Make Me Better,25,25,2,2023-11-11
2023-11-11_26,26,Olivia Rodrigo,Bad Idea Right?,0,26,2,2023-11-11
2023-11-11_27,27,Paul Russell,Lil Boo Thang,0,27,1,2023-11-11
2023-11-11_28,28,Fifty Fifty,Cupid,27,20,13,2023-11-11
2023-11-11_29,29,"Timbaland, Nelly Furtado & Justin Timberlake",Keep Going Up!,29,25,6,2023-11-11
2023-11-11_30,30,Lisa Bouchelle & The Bleu,Love Is For The Making,26,17,14,2023-11-11
2023-11-18_1,1,Miley Cyrus,Flowers,1,1,43,2023-11-18
2023-11-18_2,2,Taylor Swift,Cruel Summer,2,2,17,2023-11-18
2023-11-18_3,3,Sia,Unstoppable,4,1,75,2023-11-18
2023-11-18_4,4,Taylor Swift,Anti-Hero,3,1,56,2023-11-18
2023-11-18_5,5,Luke Combs,Fast Car,5,5,28,2023-11-18
2023-11-18_6,6,Ed Sheeran,Eyes Closed,6,5,33,2023-11-18
2023-11-18_7,7,Dua Lipa,Dance The Night,7,7,22,2023-11-18
2023-11-18_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,54,2023-11-18
2023-11-18_9,9,Miley Cyrus,Used To Be Young,9,9,11,2023-11-18
2023-11-18_10,10,*NSYNC,Better Place,10,10,6,2023-11-18
2023-11-18_11,11,Taylor Swift,Karma,11,9,23,2023-11-18
2023-11-18_12,12,Rema & Selena Gomez,Calm Down,12,11,22,2023-11-18
2023-11-18_13,13,Natalie Grant & Cory Asbury,You Will Be Found,13,13,12,2023-11-18
2023-11-18_14,14,Olivia Rodrigo,Vampire,14,14,16,2023-11-18
2023-11-18_15,15,Lewis Capaldi,Wish You The Best,15,15,15,2023-11-18
2023-11-18_16,16,Jelly Roll,Need A Favor,19,16,9,2023-11-18
2023-11-18_17,17,Nathan Morris,Yet,16,16,6,2023-11-18
2023-11-18_18,18,Jimmy Buffett,Bubbles Up,17,17,6,2023-11-18
2023-11-18_19,19,Fall Out Boy,We Didn't Start The Fire,18,18,15,2023-11-18
2023-11-18_20,20,Selena Gomez,Single Soon,21,16,9,2023-11-18
2023-11-18_21,21,Firerose & Billy Ray Cyrus,Plans,20,16,11,2023-11-18
2023-11-18_22,22,Cher,DJ Play A Christmas Song,0,22,1,2023-11-18
2023-11-18_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,23,15,21,2023-11-18
2023-11-18_24,24,Noah Kahan With Post Malone,Dial Drunk,24,24,3,2023-11-18
2023-11-18_25,25,Joseph James,One,22,18,10,2023-11-18
2023-11-18_26,26,Olivia Rodrigo,Bad Idea Right?,26,26,3,2023-11-18
2023-11-18_27,27,"Marshmello, P!nk & Sting",Dreaming,0,27,1,2023-11-18
2023-11-18_28,28,David Foster & Katharine McPhee,Carol Of The Bells,0,28,1,2023-11-18
2023-11-18_29,29,Pentatonix,Please Santa Please,0,29,1,2023-11-18
2023-11-18_30,30,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],0,30,1,2023-11-18
2023-11-25_1,1,Miley Cyrus,Flowers,1,1,44,2023-11-25
2023-11-25_2,2,Taylor Swift,Cruel Summer,2,2,18,2023-11-25
2023-11-25_3,3,Taylor Swift,Anti-Hero,4,1,57,2023-11-25
2023-11-25_4,4,Sia,Unstoppable,3,1,76,2023-11-25
2023-11-25_5,5,Luke Combs,Fast Car,5,5,29,2023-11-25
2023-11-25_6,6,Dua Lipa,Dance The Night,7,6,23,2023-11-25
2023-11-25_7,7,Ed Sheeran,Eyes Closed,6,5,34,2023-11-25
2023-11-25_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,55,2023-11-25
2023-11-25_9,9,Miley Cyrus,Used To Be Young,9,9,12,2023-11-25
2023-11-25_10,10,*NSYNC,Better Place,10,10,7,2023-11-25
2023-11-25_11,11,Rema & Selena Gomez,Calm Down,12,11,23,2023-11-25
2023-11-25_12,12,Taylor Swift,Karma,11,9,24,2023-11-25
2023-11-25_13,13,Natalie Grant & Cory Asbury,You Will Be Found,13,13,13,2023-11-25
2023-11-25_14,14,David Foster & Katharine McPhee,Carol Of The Bells,28,14,2,2023-11-25
2023-11-25_15,15,Cher,DJ Play A Christmas Song,22,15,2,2023-11-25
2023-11-25_16,16,Lewis Capaldi,Wish You The Best,15,15,16,2023-11-25
2023-11-25_17,17,Jelly Roll,Need A Favor,16,16,10,2023-11-25
2023-11-25_18,18,Fall Out Boy,We Didn't Start The Fire,19,18,16,2023-11-25
2023-11-25_19,19,Olivia Rodrigo,Vampire,14,14,17,2023-11-25
2023-11-25_20,20,Selena Gomez,Single Soon,20,16,10,2023-11-25
2023-11-25_21,21,Noah Kahan With Post Malone,Dial Drunk,24,21,4,2023-11-25
2023-11-25_22,22,Jimmy Buffett,Bubbles Up,18,17,7,2023-11-25
2023-11-25_23,23,Nathan Morris,Yet,17,16,7,2023-11-25
2023-11-25_24,24,"Marshmello, P!nk & Sting",Dreaming,27,24,2,2023-11-25
2023-11-25_25,25,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,0,25,1,2023-11-25
2023-11-25_26,26,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,23,15,22,2023-11-25
2023-11-25_27,27,Firerose & Billy Ray Cyrus,Plans,21,16,12,2023-11-25
2023-11-25_28,28,Olivia Rodrigo,Bad Idea Right?,26,26,4,2023-11-25
2023-11-25_29,29,Laura Bryna,Wishlist,0,29,1,2023-11-25
2023-11-25_30,30,Pentatonix,Please Santa Please,29,29,2,2023-11-25
2023-12-02_1,1,Miley Cyrus,Flowers,1,1,45,2023-12-02
2023-12-02_2,2,Taylor Swift,Cruel Summer,2,2,19,2023-12-02
2023-12-02_3,3,Luke Combs,Fast Car,5,3,30,2023-12-02
2023-12-02_4,4,Sia,Unstoppable,4,1,77,2023-12-02
2023-12-02_5,5,Taylor Swift,Anti-Hero,3,1,58,2023-12-02
